#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d5bc61f90f231d15cad051d8195ce9e5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
226ca6b52d7af139c06f232fd38e3569	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Fluviicola	 uncultured_Flavobacteriia
1cece6e46c436efcb3948b4d04a9c2b2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
d1cbc895ef46b2f58229fd07356c7d43	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 uncultured_marine
446063a3b96e4660cc9e93e5dd3c9279	Archaea	 Thermoplasmatota	 Thermoplasmata	 Thermoplasmata	 Thermoplasmata	 Marine_Group_III	 
73d826dabdbddbea0bd4551bb3d87046	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	 
b41c1bf5a5bfa1f72ca8dc36645d3430	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Flavicella	 uncultured_bacterium
12d738f601663c41ca3413208e1a729f	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Lentisphaerales	 Lentisphaeraceae	 Lentisphaera	 uncultured_bacterium
5d1494bd7c08b6c2febd9da822120ccb	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 
f1c2f6c198dce38fce4798f3affbce87	Bacteria	 Verrucomicrobiota	 Chlamydiae	 Chlamydiales	 Parachlamydiaceae	 	 
ed8754e06a54ab743dd09fef81517cd8	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Microtrichaceae	 Sva0996_marine_group	 
5bc3559c6fc9cc7cf9d03185cf780f59	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 OM60(NOR5)_clade	 
2ac9a92b525560524bea4464ed2683fd	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Actinomarinales	 uncultured	 uncultured	 
2d780235cf6ea8567b85cb334f2a78a1	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 hydrothermal_vent
7b047066e9b5cff46bfeb718999ea110	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
afae8b7c6bd17e23fc6982c041311f70	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 uncultured_bacterium
b94cee67c25539a4525662c240ae093d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Ectothiorhodospirales	 Ectothiorhodospiraceae	 uncultured	 uncultured_marine
7ba6e0af6bb49e479a0ded89b732848b	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_bacterium
8025fd45bf98c702357dddf0ac08997a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 uncultured	 uncultured_bacterium
bd8e069934ef1684360bfc4647b85bab	Bacteria	 	 	 	 	 	 
9d30e80396d574cfda7e722fde8b60ce	Bacteria	 Firmicutes	 Bacilli	 Thermicanales	 Thermicanaceae	 Thermicanus	 
c34e6ff3be3355b1a735862871cfad4a	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 Aureispira	 uncultured_bacterium
e4e224ccbb860ca9ef1564ff12c72446	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Thiotrichaceae	 uncultured	 uncultured_marine
d821aeb7d148eb81375909bfdecd8ad9	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
d7682f536589fc5f920533513dd0002b	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 uncultured_planctomycete
34e466bd311eaa8a58196993ee3b8646	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 uncultured_bacterium
59f7d8a7f37d6eeec95eb556f33da267	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Actinobacillus	 Haemophilus_parahaemolyticus
53708ac1d8680324467823c464253a57	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 marine_metagenome
15f70377a20620ede76a1f2a910a5fa2	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_Bacteroidetes/Chlorobi
4f89fe15d5325e474dd78ea65eef7366	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Unknown_Family	 uncultured_marine
84cec816b1ff951af7b866347fc9ed47	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 
ceed7a68529319c9110ed0850d53c46e	Bacteria	 Gemmatimonadota	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 
0e181556dd16bc629be4c1d633731c61	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
a7a851acf44efe596aa9d2dadae9d549	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
b6a152c1c1c3931033c229389a0f8d75	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 uncultured_marine
00f3f27b719b0c99a90d31f90b4f52c3	Bacteria	 Actinobacteriota	 Actinobacteria	 Frankiales	 Geodermatophilaceae	 Blastococcus	 Blastococcus_sp.
7ec69f2c62aad60e060e588ef687bdd0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 
0dd12fd071ed3a3cd713413eaf25ec56	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 uncultured	 uncultured_bacterium
126126b689d0cc16d8fe9abe0fb10033	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 uncultured_euryarchaeote
7c87c786c8768d64f96e32ea97a87540	Bacteria	 Patescibacteria	 Parcubacteria	 Parcubacteria	 Parcubacteria	 Parcubacteria	 uncultured_bacterium
320051c6b5e9b4019df6fdbe95c45334	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Arenicellales	 Arenicellaceae	 uncultured	 uncultured_marine
8e8c6a9ae807418366429cad9d4d9084	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ib	 
31fb49d7319338818e5c561cc3e8f134	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 
5183d97b2862d0ab4cacfd081ab5d0fe	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 uncultured_bacterium
cfc07c13d59ca8433bf1a7dd68ddc3ad	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
7b3d60ba8f753f9cd0ccc217bec52f6d	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS2b_marine_group	 uncultured_bacterium
0429a8a999c3238e12bbfaa1714d385e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Vibrio	 
3ddff0c30cdac52a99a929c67bc67618	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 AB1	 AB1	 
fe9f246b1253509e3f3edd0f05c96445	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
18adfa00268bf7e822c453cb9684b937	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
aac3fed77594bf011ae74840d1c7d22c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
2a7428c1dd3ed6c68af481342628ad3e	Bacteria	 	 	 	 	 	 
962dd5e82e70be0baad343ec7df49e1e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 NS10_marine_group	 uncultured_marine
62e91eb2100ab450c815a1a30e76fd76	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Formosa	 uncultured_marine
7abbe03ecfb096815278626168b2fb18	Bacteria	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 uncultured_marine
8f9dfadc11872823c9cab858edd27437	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
c908800ee2d17d2fe79b6051d7842225	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Peredibacter	 uncultured_bacterium
128e7e2aeb2d5da29d3d69a2644adfad	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 
4c6cba15b25899df3fd09e150c4cf608	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sulfitobacter	 uncultured_marine
522811e8859421f459d5a6905eaf7612	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
aba1f4c3aac94b38f14cad917cbf0e93	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 uncultured_planctomycete
43bfac173230c501f5692633d353a281	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 
18537ed9fb0dbe4899579e2e05e952d6	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Peredibacter	 uncultured_organism
3a9a182bdca8a0e6726eb4a35419c455	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 PRD18C08	 PRD18C08	 uncultured_bacterium
a2d97cb3f3999b59a93823e7f3619ba1	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
146fdcb2992164a6ae6920fd8bf070d0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Unknown_Family	 uncultured_marine
1510ae81f5cef44a953ee31df47448d1	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Opitutaceae	 Lacunisphaera	 Oleiharenicola_alkalitolerans
e80b13af15533c80a1ab67f394fbfbe4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_Legionellales
6acc91d71bbda0779865309f9615acaa	Bacteria	 Patescibacteria	 Gracilibacteria	 Candidatus_Peribacteria	 Candidatus_Peribacteria	 Candidatus_Peribacteria	 metagenome
6fc3a06ba454814275d4223180007851	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 LS-NOB	 
8ac5d9946e1a60a8c2fee1fa999b4ac8	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
5762990c3490180bba1d2c2a8526aee5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 AEGEAN-169_marine_group	 AEGEAN-169_marine_group	 uncultured_bacterium
33c3b3036f25a4e5c5eaad59800afc8a	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 uncultured_Planctomycetaceae
d4c521eb8509e591cd4c99cc3c6b2137	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 
a464d4e4fc52e95ec48469613da0eb6e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HgCo23	 HgCo23	 HgCo23	 uncultured_bacterium
fa7a2599a3f9c59c576a571a64c684ef	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Thalassotalea	 Thalassotalea_sp.
2c6b56ce9b70bcbc91763e20c327544a	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 marine_metagenome
4b220fe06f1c8baf3c83c65bd68bf5e0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Oleiphilaceae	 Oleiphilus	 uncultured_bacterium
a88f28a92755935a7cafa2582f7495c0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
7847d7b1f23bf1095913430771cdc7a9	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_marine
ee6b5cdb40d67975c589a6b57f107d63	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_marine
490e2532098611b10536be64a91c1003	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
28ed18165bb2d64e00a867d9aa5bea11	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
c8a5cea0d8f18bbf838736ba5a3ca3e6	Bacteria	 Proteobacteria	 	 	 	 	 
177ce46fbc1335f0eb1cadccdb60b431	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
91af1b81c4c48d457f6a1ef333480871	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 uncultured	 uncultured	 uncultured_bacterium
bc7353cfd76f0a3f9854dc51692799cb	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Croceibacter	 Croceibacter_atlanticus
119eca1e996e75d2901e2c882ca11854	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Gven-F17	 Gven-F17	 uncultured_bacterium
2ec72a6c75e091fe8a92d6c8d41e0ebd	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
fb6980b8489d22b03986a344f04d4cd7	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Actinomarinales	 uncultured	 uncultured	 
0013d337394876e5a135d38efccf9053	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Synechococcales	 Cyanobiaceae	 Prochlorococcus_MIT9313	 
a34297122d5198a979a80a2219e6e963	Bacteria	 Firmicutes	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 
96b8c144290d6162df5f1deb3c1219a3	Bacteria	 	 	 	 	 	 
e9f05de44adcb459cdccd67ce68c0989	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_delta
c4f11ebd885417650b89fafe183bf478	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 uncultured_bacterium
e81eef38bc52e4bbeba2b1cc7651071c	Bacteria	 Proteobacteria	 	 	 	 	 
2aec2e91b9ee6dbe3c38d8fe905cde40	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 
675c847bccbc53942ebb7b8cbb4efc4d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 
37ec81b7fe9373b51c0e3ed83c1f015e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Limnobacter	 
6a247ec6bba5c6101d5aa9b3fde6e851	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 uncultured_organism
75c618b27983f727d8f7ee2ac4881d0a	Bacteria	 Actinobacteriota	 Actinobacteria	 PeM15	 PeM15	 PeM15	 
4c9c7fcc51b5942ff23df2ef2258dc9d	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 Magnetospira	 uncultured_nuHF1
08d00bab99782d470376d587dae99306	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Micavibrionales	 Micavibrionaceae	 uncultured	 
53f8cc55ef2454c8901d55f93e52a65c	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 unidentified_archaeon
8354cae5ac5c3ff999c9b0afd5dc434b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
206cac6b16f0f9bce4318f43c3d86345	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 Coraliomargarita	 
245f48a354d70137b774e11f39ffade5	Archaea	 Thermoplasmatota	 Thermoplasmata	 Thermoplasmata	 Thermoplasmata	 Marine_Group_III	 uncultured_marine
12f83c66a8351950d2dd57715f1863fe	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 uncultured	 uncultured_Owenweeksia
6ba43acb03ae795b3e7e31f2be946006	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	 Leuconostoc_mesenteroides
83960782ca38d4e2a0efe697906f4fd5	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
437ce9499482fac5632fa72d99e0a550	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 uncultured_bacterium
b0d5c5f8d921f45bfec9fe55f07d221f	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 marine_metagenome
8591bffc07a87a1cee4dd8f1b2ed0c22	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 Aquabacterium	 
2fd5cca56d8fad002b35316c65e49070	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_marine
f7e80d8a8a88ee12a62cbb6b04b1bdac	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ia	 
858e2177bd9839624967422d3c9f1307	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium
936447e1a3cdb8dfd9ad5420318491c0	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
5226591e2875397c640283f9e9f07578	Bacteria	 	 	 	 	 	 
bd717c3c62c3731df9e04b507fe91c5e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 uncultured_bacterium
46dd8926a8d861e00846d43b5d73134c	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_bacterium
e612716d2536ad8cec65e4c52382ed7c	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Pseudofulvibacter	 uncultured_Bacteroidetes
13111e6d99109fcd1c2ed77886ab7eba	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 
adf487086682bfd3549ff8d8b693cbb8	Bacteria	 	 	 	 	 	 
2d2cacf262d1af95941d644241e61b3a	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 marine_metagenome
3f01a2477d29b41b14c0d0d9d0df150f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Thalassotalea	 Thalassomonas_sp.
63b98d69f205f4ee460f94a3a59b2615	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 hydrothermal_vent
137741d79b40995241383ca96f6be0ad	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
f781754964ed145b04b9facac570fc02	Unassigned	 	 	 	 	 	 
138c0d948474e8263de2f4323cff8493	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Pedosphaerales	 Pedosphaeraceae	 SCGC_AAA164-E04	 
638a2f1ece653205f030964c19430961	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 uncultured_organism
869c8de7f8f025cf1dd509a538ec6640	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Peredibacter	 
c3fcc3be940b16086e752b9638f04238	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Alteromonadaceae	 Aliiglaciecola	 uncultured_bacterium
99a787acf573ca20a82b0229d8d94325	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
746be1e346a8be5f6f3bd11a7cb828fa	Bacteria	 Proteobacteria	 Gammaproteobacteria	 OM182_clade	 OM182_clade	 OM182_clade	 
c37da434065670cb5007c8c79d2c45d1	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
01e24bde346826966ed332b46c986323	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HOC36	 HOC36	 HOC36	 Candidatus_Thioglobus
0dc7c513e236418e1b21897e0fb23f8c	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS4_marine_group	 
7e102ff7655f928683ae9a52cc1e747f	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Crocinitomix	 uncultured_Bacteroidetes/Chlorobi
963d19a5ba9cbcee66af451f4600586c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 	 
68fb4f4c2c976da006edc8e3fa0280eb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 
1269674a986d80712ac6d026343f1782	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
c583320a0696f82fccf5d29e293c002c	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 NS11-12_marine_group	 NS11-12_marine_group	 uncultured_marine
bdc77c7524a5eaf93eed24430fa92767	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 PRD18C08	 PRD18C08	 uncultured_bacterium
db034a3b8cb325b6acf56625fb70e128	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 
2394c2e5ae4b1797116543b30c98aeaa	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
24fa0e6482e99f136cb083c692e57f41	Bacteria	 	 	 	 	 	 
af02c468dd96bd4a6f2ae7e1eb86b513	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 uncultured	 uncultured_Flavobacteriia
bc040906776743572a229535ab5a8844	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
8d606fe2a037aef712f73fa6ef443e24	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 Halioglobus	 
70307b6ea0bd58f72c01cdcd0d4b6ffb	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 uncultured_marine
1d817dfc7a120aebf02bff575f1f617f	Bacteria	 Myxococcota	 Polyangia	 Blfdi19	 Blfdi19	 Blfdi19	 uncultured_delta
d883d67ee4be138f4d565dfd6090fae5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_delta
673d8d5b38725159e3c6249314467382	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 
0a7fcb035d8e3e8b7c3a2a166951b888	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 uncultured_Verrucomicrobia
2bbe9ffa11b7f8f8f39949efd572622e	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Ilumatobacteraceae	 Ilumatobacter	 
d3f4219fae8aed3e7773ea117546183a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS2b_marine_group	 
6c602882ac6320b2a295a0ec50e6e48f	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Peredibacter	 
4a7917b3378629cb23794df893b350a2	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_Flavobacterium
6583c8d0cdbc89dbdcf635355b76d16b	Bacteria	 Proteobacteria	 	 	 	 	 
df83ccfea77a7dbc6373c4bf2148da6b	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS4_marine_group	 
37e4a3306307406ad52e34c3626cb72f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 uncultured_bacterium
238edd40879dbd75ddeb502b0d6bd1b1	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
a2afcad6722a75f5b1ec79e56e6fdf02	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Pseudoalteromonadaceae	 Pseudoalteromonas	 
b2c7f912f0c9c47667ab4ecdc1bff415	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Kordiimonadales	 uncultured	 uncultured	 uncultured_bacterium
a91f43bfb733db92e914a4989097e72a	Bacteria	 	 	 	 	 	 
